Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  14
2     0   0   0   0   0   0   0   0  30
3     0   0   0   0   0   0   0   0  51
4     0   0   0   0   0   0   0   0 122
5     0   0   0   0   0   0   0   0 180
6     0   0 180   0   0 180   0   0 180
7     0   0 180   0   0 180   0   0 180
8     0   0 153   0   0 180   0   0 180
9     0   0 180   0   0  46   0   0 162
10    0   0 180   0   0  68   0   0 157
11    0   0 180   0 180 116   0   0 180
12  180   0 180 154 180 154   0   0 180
13  180   0 180 180 180 140   0   0 180
14  180   0 180 180  71 169   0   0   0
15  180   0 180 180  73 180   0   0   0
16  180   0 180 180 180 180 180   0   0
17  180   0 180 180 180 180 180   0   0
18  180   0 180 180 180 177 180   0   0
19  180   0 143 180 180 180 172   0   0
20  180   0   0 180  80  33 180   0   0
21  180   0   0 180 127  50 147   0   0
22  180   0 147  97 180  97 180   0   0
23  180   0 180 180   0   0 180   0   0
24  180   0 180 180   0   0 180   0   0
25  180   0 180 180   0   0 180   0   0
26  180   0 180 180   0   0 180   0   0
27  180   0 180 180 180   0 180   0   0
28   61   0 180  61 180   0 180   0   0
29   61   0 180  91 180   0 180   0   0
