Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   8
2     0   0   0   0   0   0   0   0  10
3     0   0   0   0   0   0   0   0  16
4     0   0   0   0   0   0   0   0  35
5     0   0   0   0   0   0   0   0  94
6     0   0   0   0   0   0 127   0 127
7     0   0   0   0   0   0 180   0 169
8     0   0   0   0   0   0 180   0 180
9     0   0   0   0   0   0 180   0 180
10    0   0   0   0   0   0 180   0 180
11    0   0   0   0   0   0 180   0 180
12    0   0 180   0   0   0 180   0 168
13    0   0 180   0   0   0 180   0 180
14    0   0 180   0   0   0 180   0 180
15    0   0 180   0   0   0 180   0  65
16    0   0  60   0   0   0 120   0 120
17    0   0 180   0 180 180 180   0 180
18  180   0 180   0 180 135 100   0 180
19  180   0 180   0 180 157  80   0   0
20  180   0 180   0 180 180 180   0   0
21  180   0 180   0 180 112   0   0   0
22  180   0 180   0 180 172 172   0 180
23  172   0 180 180 180 180 180   0 180
24  172   0 180 155 180 180 180   0 180
25  172   0 169 124 180 180 141   0 180
26  172   0 102 113  63  46 180   0 180
27  172   0 180  41 169 169 169   0 180
28  169   0 180 180 180 180 136   0 136
29  155   0 180 155 154 180  55   0 180
