Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  10
2     0   0   0   0   0   0   0   0  14
3     0   0   0   0   0   0   0   0  29
4     0   0   0   0   0   0   0   0  34
5     0   0   0   0   0   0   0   0  10
6     0   0   0   0   0   0   0   0   9
7     0   0   0   0   0   0   0   0  18
8     0   0   0   0   0   0   0   0  17
9     0   0   0   0   0   0   0   0  39
10    0   0   0   0   0   0   0   0  69
11    0   0   0   0   0  67   0   0  67
12    0   0   0   0   0  86   0   0 116
13    0   0   0   0   0 133   0   0 169
14    0   0   0   0   0 180   0   0 139
15    0   0   0   0   0 180   0   0 121
16    0   0   0   0   0 180   0   0   0
17    0   0 180   0 180 180   0   0   0
18    0   0 180   0 121 180   0   0   0
19    0   0 180   0 180 180   0   0   0
20    0   0 110   0 180 180   0   0   0
21    0   0 167   0 180 180   0   0   0
22    0  37  37   0  37  37   0   0   0
23   54  24  54  43  43 115   0   0   0
24   54  18  60  57  38 178   0   0   0
25   54  11 115 180  58 180   0   0   0
26   54  10  75 180  51 180   0   0   0
27   54 180 180 180  76 180   0   0   0
28  180 171 180 180 180 180   0   0   0
29  180 104 180 180 180 180   0   0   0
