Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   8
2     0   0   0   0   0   0   0   0   3
3     0   0   0   0   0   0   0   0   5
4     0   0   0   0   0   0   0   0   4
5     0   0   0   0   0   0   0   0   4
6     0   0   0   0   5   0   0   0   5
7     0   0   0   0  10   0   0   0   6
8     0   0   0   0   8   0   0   0  12
9     0   0   0   0   8   0   0   0  13
10    0   0   0   0  14   0   0   0  20
11    0   0   0   0  24   0   0   0  31
12    0  26   0  26  26   0   0   0  38
13    0  18   0  33  40   0   0   0   0
14    0  38   0  54  55   0   0   0   0
15    0  43   0 107  85   0   0   0   0
16    0  44   0 169  95   0   0   0   0
17    0 130   0 130 130   0   0   0   0
18  134 150   0 134 126   0   0   0   0
19  134 180   0 180  30   0   0   0   0
20  134 180   0 180   0   0   0   0   0
21  134 174   0 180   0   0   0   0   0
22  134   0   0 180   0   0   0   0   0
23  180   0   0 180   0   0   0   0   0
24  180   0   0 180   0   0   0   0   0
25  180   0   0 180   0   0   0   0   0
26  180   0   0   0   0   0   0   0   0
27  180   0   0   0   0   0   0   0   0
28  180   0   0   0   0   0   0   0   0
29  180   0   0   0   0   0   0   0   0
