Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   4
2     0   0   0   0   0   0   0   0   8
3     0   0   0   0   0   0   0   0  25
4     0   0   0   0   0   0   0   0  58
5     0   0   0   0   0   0   0   0 108
6     0   0   0   0   0 180   0 180 180
7     0   0   0   0   0 180   0 180 180
8     0   0   0   0   0 180   0 180 180
9     0   0   0   0   0 180   0 180 180
10    0   0   0   0   0 180   0 114 180
11    0   0   0   0   0  40   0  40   9
12    0  43   9   0   0   9  43  43  18
13    0   9   7   0   0   6  61  42  17
14    0  13  16   0   0  11 102  60  36
15    0  16  14   0   0  19 151  92   0
16    0  29  25   0   0  33 180  94   0
17    0 180  47   0  40  40  40 180   0
18   40 180  40   0  62  83  43 180   0
19   40 180  61   0  87 122  87 180   0
20   40 157  92   0  98  85 176 180   0
21   40 140 168   0  83 104 180 180   0
22   40 180 180   0 102 102 102 180   0
23  102 180 111   0 111 111   0 180   0
24  102  53 116   0 114 143   0 180   0
25  102  44 180   0  90 180   0 180   0
26  102  86 180   0 139 157   0   0   0
27  102 158 180   0 180   0   0   0   0
28  164 164 180   0 180   0   0   0   0
29  164 180 180   0  21   0   0   0   0
