Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  13
2     0   0   0   0   0   0   0   0  32
3     0   0   0   0   0   0   0   0  43
4     0   0   0   0   0   0   0   0 117
5     0   0   0   0   0   0   0   0  54
6     0   0   0   0   0   0   0   0 115
7     0   0   0   0   0   0   0   0 180
8     0   0   0   0   0   0   0   0 180
9     0   0   0   0   0   0   0   0 180
10    0   0   0   0   0   0   0   0 180
11    0   0   0   0   0 180   0   0 180
12    0   0   0   0   0 180   0   0 180
13    0   0   0   0   0 180   0   0 180
14    0   0   0   0   0 176   0   0 180
15    0   0   0   0   0 180   0   0 180
16    0   0   0   0   0 180   0   0 180
17    0   0 180   0 180 180   0   0 140
18    0   0 180   0 180 139   0   0   0
19    0   0 180   0 180 180   0   0   0
20    0   0 180   0 180  96   0   0   0
21    0   0 180   0 180 118   0   0 180
22    0   0 180   0 180 180   0   0 180
23  180 180 180   0 180 180   0   0 129
24  180 180 180   0 180 180   0   0 128
25  180 180 180   0 164   0   0   0 180
26  180 180 180   0 126   0   0   0 180
27  180 180 180   0 180 180   0   0 180
28  180 180 180   0 180  92   0   0 122
29   66  66 180   0 180 168   0   0 180
