Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   2
2     0   0   0   0   0   0   0   0   2
3     0   0   0   0   0   0   0   0   3
4     0   0   0   0   0   0   0   0   4
5     0   0   0   0   0   0   0   0   7
6     0   0   0   0   6   0   0   0   6
7     0   0   0   0   5   0   0   0   3
8     0   0   0   0   8   0   0   0   4
9     0   0   0   0   4   0   0   0   3
10    0   0   0   0   6   0   0   0   2
11    0   0   0   0   3   0   0   0   3
12    0   0   0   0   1   0   0   0   2
13    0   0   0   0   2   0   0   0   0
14    0   0   0   0   2   0   0   0   0
15    0   0   0   0   2   0   0   0   0
16    0   0   0   0   3   0   0   0   0
17    0   0   0   4   4   0   0   0   0
18    0   0   0   4   6   0   0   0   0
19    0   0   0   3   6   0   0   0   0
20    0   0   0   6   0   0   0   0   0
21    0   0   0   8   0   0   0   0   0
22    0   0   0   9   0   0   0   0   0
23   13   0   0  13   0   0   0   0   0
24   13   0   0  16   0   0   0   0   0
25   13   0   0  18   0   0   0   0   0
26   13   0   0  16   0   0   0   0   0
27   13   0   0  22   0   0   0   0   0
28   40   0   0  40   0   0   0   0   0
29   40   0   0  89   0   0   0   0   0
