Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   5
2     0   0   0   0   0   0   0   0   4
3     0   0   0   0   0   0   0   0   5
4     0   0   0   0   0   0   0   0  12
5     0   0   0   0   0   0   0   0  23
6     0   0   0   0  38   0   0   0  38
7     0   0   0   0  70   0   0   0  47
8     0   0   0   0 112   0   0   0  71
9     0   0   0   0 162   0   0   0 112
10    0   0   0   0 106   0   0   0 180
11    0   0   0   0 180   0   0   0 180
12    0   0   0 180 180   0   0   0   0
13    0   0   0 164 180   0   0   0   0
14    0   0   0 180  86   0   0   0   0
15    0   0   0  53 111   0   0   0   0
16    0   0   0 118 180   0   0   0   0
17    0   0   0 180 180   0   0   0   0
18  180   0   0 180 180   0   0   0   0
19  180   0   0 180 180   0   0   0   0
20  180   0   0 180 180   0   0   0   0
21  180   0   0 180 180   0   0   0   0
22  180   0   0 180 180   0   0   0   0
23  180   0   0 180 180   0   0   0   0
24  180   0   0 180   0   0   0   0   0
25  180   0   0   0   0   0   0   0   0
26  180   0   0   0   0   0   0   0   0
27  180   0   0   0   0   0   0   0   0
28  180   0   0   0   0   0   0   0   0
29  180   0   0   0   0   0   0   0   0
