Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   9
2     0   0   0   0   0   0   0   0  12
3     0   0   0   0   0   0   0   0   9
4     0   0   0   0   0   0   0   0  18
5     0   0   0   0   0   0   0   0  27
6     0   0   0   0   0   0   0   0  19
7     0   0   0   0   0   0   0   0  35
8     0   0   0   0   0   0   0   0  22
9     0   0   0   0   0   0   0   0  28
10    0   0   0   0   0   0   0   0  37
11    0   0   0   0   0  50   0   0  50
12    0   0   0   0   0 116   0   0  95
13    0   0   0   0   0 180   0   0 180
14    0   0   0   0   0 180   0   0 180
15    0   0   0   0   0 180   0   0   0
16    0   0   0   0   0 180   0   0   0
17    0   0 180   0 180 180   0   0   0
18    0   0 180   0  45 180   0   0   0
19    0   0 180   0  84 180   0   0   0
20    0   0 180   0 126 180   0   0   0
21    0   0 180   0 180 180   0   0   0
22    0   0 120   0 120 120   0   0   0
23   75   0  75 103 103 180   0   0   0
24   75   0 111 180 166 180   0   0   0
25   75   0 180 117 180 180   0   0   0
26   75   0 180 173 180   0   0   0   0
27   75   0 180 180 180   0   0   0   0
28  160   0 160 180 180   0   0   0   0
29  180   0 138 180   0   0   0   0   0
