Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  14
2     0   0   0   0   0   0   0   0  23
3     0   0   0   0   0   0   0   0  62
4     0   0   0   0   0   0   0   0  96
5     0   0   0   0   0   0   0   0 101
6     0   0 180   0   0   0   0   0 180
7     0   0 180   0   0   0   0   0 180
8     0   0 161   0   0   0   0   0 180
9     0   0 180   0   0   0   0   0 180
10    0   0 180   0   0   0   0   0 180
11    0   0 180   0 180   0   0   0 180
12  180   0 180   0 180   0   0   0 180
13  180   0 180   0 151   0   0   0 180
14  180   0 180   0  31   0   0   0 180
15  180   0 180   0  17   0   0   0  65
16  180   0 128   0   5   0   0   0 128
17  180   0 180   4   4   0   0   0 180
18  180   0   0   1   4   0   0   0 180
19  180   0   0   1   0   0   0   0   0
20  180   0   0   2   0   0   0   0   0
21  180   0   0   2   0   0   0   0   0
22  180   0   0   2   3   0   0   0   0
23    3   0   0   3   1   0   0   0   0
24    3   0   0   4   0   0   0   0   0
25    3   0   0   9   0   0   0   0   0
26    3   0   0   9   0   0   0   0   0
27    3   0   0   0   0   0   0   0   0
28    3   0   0   0   0   0   0   0   0
29    3   0   0   0   0   0   0   0   0
