Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  10
2     0   0   0   0   0   0   0   0  26
3     0   0   0   0   0   0   0   0  54
4     0   0   0   0   0   0   0   0  96
5     0   0   0   0   0   0   0   0 177
6     0   0   0   0   0   0   0 180 180
7     0   0   0   0   0   0   0 134 180
8     0   0   0   0   0   0   0 180 144
9     0   0   0   0   0   0   0 180 180
10    0   0   0   0   0   0   0 180 180
11    0   0   0   0   0 180   0 180 180
12    0 180   0   0   0 180 180 180 180
13    0 180   0   0   0 180 180 180 180
14    0 180   0   0   0  94 180 180 180
15    0 180   0   0   0 140 180 180 180
16    0 180   0   0   0 180 180 180 180
17    0 180 180   0 180 180 180 180 180
18  180 180 180   0 180 180 180 180 180
19  180 180 174   0 180 180  66 150   0
20  180 180 180   0 177 180 131 180   0
21  180 180 105   0  63 180 153  93 180
22  180 180  77   0 113 180 113   0 180
23  113 180 180   0 180  57 180   0 180
24  113 180 159   0 180  71  97   0 180
25  113 115 180   0 180 121   1   0 180
26  113 134 180   0 180   0   0   0 180
27  113 136 180   0 180   0   0 180 180
28  180 118 167   0 167   0   0 180 180
29  179 179 180   0 180   0   0 180 180
