Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   9
2     0   0   0   0   0   0   0   0   5
3     0   0   0   0   0   0   0   0  15
4     0   0   0   0   0   0   0   0  49
5     0   0   0   0   0   0   0   0 114
6     0   0   0   0   0   0  89   0  89
7     0   0   0   0   0   0 180   0 148
8     0   0   0   0   0   0 140   0 180
9     0   0   0   0   0   0 180   0 180
10    0   0   0   0   0   0 180   0 180
11    0   0   0   0   0   0 156   0 156
12    0   0 180   0   0   0 180   0 180
13    0   0 180   0   0   0 180   0 180
14    0   0 175   0   0   0 180   0 180
15    0   0 180   0   0   0 180   0 180
16    0   0 180   0   0   0 180   0 180
17    0   0  44   0  43  43  43   0 180
18   43   0  43   0  59   6 100   0   0
19   43   0 115   0  73   4 180   0   0
20   43   0 180   0 125   4 178   0   0
21   43   0 180   0 175   6 180   0   0
22   43   0 180   0 180   3 180   0   4
23  180   0   4 180   4   4 180   0  11
24  180   0  10 114   2   4 180   0  22
25  180   0  26 116   3   5 171   0  30
26  180   0  61  56   6   6 180   0  75
27  180   0   0  18  13  11 180   0 180
28  180   0  22  17  22  22 180   0 180
29   11   0  45  11  35   0 180   0 180
