Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  14
2     0   0   0   0   0   0   0   0  34
3     0   0   0   0   0   0   0   0  93
4     0   0   0   0   0   0   0   0 180
5     0   0   0   0   0   0   0   0 180
6     0   0   0   0   0   0   0   0 180
7     0   0   0   0   0   0   0   0 180
8     0   0   0   0   0   0   0   0 180
9     0   0   0   0   0   0   0   0 170
10    0   0   0   0   0   0   0   0  51
11    0   0   0   0   0 153   0   0 153
12    0   0   0   0   0 180   0   0 180
13    0   0   0   0   0 180   0   0 180
14    0   0   0   0   0 180   0   0 180
15    0   0   0   0   0  86   0   0 180
16    0   0   0   0   0 180   0   0 180
17    0   0   0 180   0 180   0   0 180
18    0   0   0 180   0 180   0   0 180
19    0   0   0 180   0 180   0   0 180
20    0   0   0 180   0  30   0   0 180
21    0   0   0 116   0 164   0   0 164
22    0   0   0 114 114 114   0   0 180
23  180   0   0 180  80  55   0   0   0
24  180   0   0 180 114  67   0   0   0
25  180   0   0 180 129   0   0   0   0
26  180   0   0 180 180   0   0   0   0
27  180   0   0  63 180   0 180   0   0
28  135   0 180 135 180   0 180   0   0
29  135   0 180 180 180   0 180   0   0
