Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  11
2     0   0   0   0   0   0   0   0  28
3     0   0   0   0   0   0   0   0  21
4     0   0   0   0   0   0   0   0  54
5     0   0   0   0   0   0   0   0 141
6     0   0   0   0   0 180   0   0 180
7     0   0   0   0   0 180   0   0 180
8     0   0   0   0   0 135   0   0 180
9     0   0   0   0   0  89   0   0 180
10    0   0   0   0   0 180   0   0 180
11    0   0   0   0   0 180   0   0  51
12    0   0  51   0  51  51   0   0  84
13    0   0 102   0 103 118   0   0 153
14    0   0 117   0 180  54   0   0   3
15    0   0 119   0 180  97   0   0   2
16    0   0 180   0 180  75   0   0  25
17    0   0 180   0 121  25 121   0  32
18  121   0  96   0  96  53 142   0  56
19  121   0 180   0 162   0 170   0 102
20  121   0 180   0 153   0 180   0 180
21  121   0 132   0 180   0 180   0   0
22  121   0 151   0 180 180 146   0   0
23  180   0 180   0 180 180 180   0   0
24  180   0 127   0   0 100  61   0   0
25  180   0   0   0   0 118  76   0   0
26  180   0   0   0   0 166 131   0   0
27  180   0   0   0   0 180 180   0 180
28  180 180 180   0 180 180 180   0  33
29  180 180 180   0 180 180   0   0  79
