Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  10
2     0   0   0   0   0   0   0   0  16
3     0   0   0   0   0   0   0   0  29
4     0   0   0   0   0   0   0   0  43
5     0   0   0   0   0   0   0   0  73
6     0   0   0   0   0  66   0   0  66
7     0   0   0   0   0 109   0   0  90
8     0   0   0   0   0 180   0   0 153
9     0   0   0   0   0 180   0   0 150
10    0   0   0   0   0 180   0   0 128
11    0   0   0   0   0 112   0   0 112
12    0   0  71   0  71  71   0   0  93
13    0   0 117   0  96 180   0   0   0
14    0   0 122   0 146  91   0   0   0
15    0   0 180   0 180 152   0   0   0
16    0   0 180   0 180 180   0   0   0
17    0   0 180   0 180 180   0   0   0
18  180   0 180   0 180 180   0   0   0
19  180   0  79   0 163 180   0   0   0
20  180   0 114   0 128   0   0   0   0
21  180   0  56   0 180   0   0   0   0
22  180   0  81   0 134   0   0   0   0
23  106   0 106 180 180   0   0   0   0
24  106   0 180 180   0   0   0   0   0
25  106   0 180 180   0   0   0   0   0
26  106   0   0 180   0   0   0   0   0
27  106   0   0 180   0   0   0   0   0
28  106   0   0 180 180   0   0   0   0
29  180   0   0 180 180   0   0   0   0
