Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  10
2     0   0   0   0   0   0   0   0  25
3     0   0   0   0   0   0   0   0  36
4     0   0   0   0   0   0   0   0 111
5     0   0   0   0   0   0   0   0 104
6     0   0   0   0   0   0   0   0 180
7     0   0   0   0   0   0   0   0 180
8     0   0   0   0   0   0   0   0 180
9     0   0   0   0   0   0   0   0  97
10    0   0   0   0   0   0   0   0 180
11    0   0   0   0   0   0 180   0 180
12    0   0   0   0   0   0 180   0 180
13    0   0   0   0   0   0 180   0 180
14    0   0   0   0   0   0 139   0 180
15    0   0   0   0   0   0 180   0 180
16    0   0   0   0   0   0 102   0 102
17    0   0 180   0   0   0 180   0  97
18    0   0  96   0   0   0 180   0 149
19    0   0 180   0   0   0 180   0 180
20    0   0 105   0   0   0 128   0   0
21    0   0 180   0   0   0 180   0   0
22    0   0 180   0 180 180 180   0   0
23  180   0 180   0 170 180 180   0   0
24  180   0 104   0 180  82 180   0   0
25  180   0 180   0 180  85 180   0   0
26  180   0 180   0 180 123 180   0   0
27  180   0 180   0 180 180 180   0 180
28  180   0 180 180 180 180   0   0 180
29  180   0 180 110 131 180   0   0 180
