Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  12
2     0   0   0   0   0   0   0   0  23
3     0   0   0   0   0   0   0   0  19
4     0   0   0   0   0   0   0   0  55
5     0   0   0   0   0   0   0   0  99
6     0   0   0   0   0 179 179   0 179
7     0   0   0   0   0 180 180   0 180
8     0   0   0   0   0 180 180   0 180
9     0   0   0   0   0 169 180   0 180
10    0   0   0   0   0  59 180   0 180
11    0   0   0   0   0  47 180   0  31
12    0   0  31   0  31  31 180   0  30
13    0   0  23   0  30  46 147   0  13
14    0   0  44   0  58  15 180   0  33
15    0   0  53   0  97  24 180   0   0
16    0   0  79   0 180  36   0   0  65
17    0   0  65   0 101  65 101   0 175
18  101   0  44   0  44   0  54   0 180
19  101   0  75   0  78   0  93   0 180
20  101   0 130   0 141   0 127   0 180
21  101   0 180   0 180   0 180   0 180
22  101   0 180   0 180   0 180   0 180
23  180   0 180   0 180   0 180   0 180
24  180   0   0   0 180   0 180   0  98
25  180   0   0   0 180   0 136   0 180
26  180   0   0   0  94   0 180   0 180
27  180   0   0   0 180 180 141   0 180
28  180   0   0   0   0  73 127   0 180
29  180   0   0   0   0 118  35   0 180
