Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   8
2     0   0   0   0   0   0   0   0   8
3     0   0   0   0   0   0   0   0  12
4     0   0   0   0   0   0   0   0   8
5     0   0   0   0   0   0   0   0  11
6     0   0   0   0   0  15   0   0  15
7     0   0   0   0   0  20   0   0  23
8     0   0   0   0   0  60   0   0  28
9     0   0   0   0   0  85   0   0  49
10    0   0   0   0   0 180   0   0  13
11    0   0   0   0   0  10   0   0  10
12    0   0   0   0  10  10   0   0  16
13    0   0   0   0  12  16   0   0  17
14    0   0   0   0  18   4   0   0   0
15    0   0   0   0  14   4   0   0   0
16    0   0   0   0  19  10   0   0   0
17    0   0  24   0  16  24   0   0   0
18    0   0  17  29  29  43   0   0   0
19    0   0  15  10  44  34   0   0   0
20    0   0  23  17  66  68   0   0   0
21    0   0  38  51 158 111   0   0   0
22    0   0 136 150 180 136   0   0   0
23  167   0 167 155 155 180   0   0   0
24  180   0 121 180 180 180   0   0   0
25  180   0  63 180 140   0   0   0   0
26  180   0  93 170 100   0   0   0   0
27  180   0  96 180   0   0   0   0   0
28   27   0  27 180   0   0   0   0   0
29   27   0  25   0   0   0   0   0   0
