Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   8
2     0   0   0   0   0   0   0   0   5
3     0   0   0   0   0   0   0   0  11
4     0   0   0   0   0   0   0   0  31
5     0   0   0   0   0   0   0   0  38
6     0   0   0   0   0  91   0   0  91
7     0   0   0   0   0 150   0   0 180
8     0   0   0   0   0 168   0   0 180
9     0   0   0   0   0 180   0   0 122
10    0   0   0   0   0 180   0   0 180
11    0   0   0   0   0 180   0   0 180
12    0   0   0 180   0 180   0   0 180
13    0   0   0 180   0  88   0   0 180
14    0   0   0 180   0 149   0   0 180
15    0   0   0 180   0 180   0   0 180
16    0   0   0 107   0 180   0   0 180
17    0   0   0 180   0 180   0   0 180
18  180   0   0 180   0 180   0   0   0
19  180   0   0 180   0 180   0   0   0
20  180   0   0 180   0 100   0   0   0
21  180   0   0 180   0   0   0   0   0
22  180   0   0 180   0   0   0   0   0
23   86   0   0  86   0   0   0   0   0
24   86   0   0 180   0   0   0   0   0
25   86   0   0 180   0   0   0   0   0
26   86   0   0 180   0   0   0   0   0
27   86   0   0 180   0   0   0   0   0
28  180   0   0 180   0   0   0   0   0
29  180   0   0  59   0   0   0   0   0
