Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  10
2     0   0   0   0   0   0   0   0  17
3     0   0   0   0   0   0   0   0  36
4     0   0   0   0   0   0   0   0  42
5     0   0   0   0   0   0   0   0  36
6     0   0   0   0   0  14   0   0  14
7     0   0   0   0   0  45   0   0  19
8     0   0   0   0   0 105   0   0  19
9     0   0   0   0   0 180   0   0  22
10    0   0   0   0   0 180   0   0  28
11    0   0   0   0   0 180   0   0  59
12    0   0   0   0 180 180   0   0   0
13    0   0   0   0 180 180   0   0   0
14    0   0   0   0 180 180   0   0   0
15    0   0   0   0 180 180   0   0   0
16    0   0   0   0 131 180   0   0   0
17    0   0 180   0 180 180   0   0   0
18    0   0 180   0 170 106   0   0   0
19    0   0 180   0 139  90   0   0   0
20    0   0 180   0 180 118   0   0   0
21    0   0 180   0 180 180   0   0   0
22    0   0 180   0 180 180   0   0   0
23  180   0 180 180 180 180   0   0   0
24  180   0 180 180 180 180   0   0   0
25  180   0 180 180   0 180   0   0   0
26  180   0 180 180   0 180   0   0   0
27  180   0 180 180 180 180   0   0   0
28  180   0 180 180 180   0   0   0   0
29  180   0  86 180 180   0   0   0   0
