Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   6
2     0   0   0   0   0   0   0   0   1
3     0   0   0   0   0   0   0   0   1
4     0   0   0   0   0   0   0   0   1
5     0   0   0   0   0   0   0   0   2
6     0   0   0   0   0   1   0   0   1
7     0   0   0   0   0   2   0   0   2
8     0   0   0   0   0   5   0   0   4
9     0   0   0   0   0  11   0   0   4
10    0   0   0   0   0  26   0   0   5
11    0   0   0   0   0  10   0   0  10
12    0   0  29   0  29  29   0   0  18
13    0   0  45   0  39  49   0   0  21
14    0   0  20   0  45 137   0   0  32
15    0   0  21   0  49 180   0   0  33
16    0   0  37   0 106  26   0   0  26
17    0   0  28   0  28  28   0   0   0
18   29   0  29  59  59  16   0   0   0
19   29   0  59 127 107   0   0   0   0
20   29   0  85 100  97   0   0   0   0
21   29   0  78 180 180   0   0   0   0
22   29   0 137 180 180   0   0   0   0
23   46   0  46 180 111   0   0   0   0
24  111   0  68 111  78   0   0   0   0
25  111   0  73 180   0   0   0   0   0
26  111   0  46 180   0   0   0   0   0
27  111   0   0 180   0   0   0   0   0
28  111   0   0 180   0   0   0   0   0
29  180   0   0 180   0   0   0   0   0
