Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   9
2     0   0   0   0   0   0   0   0  30
3     0   0   0   0   0   0   0   0  13
4     0   0   0   0   0   0   0   0  34
5     0   0   0   0   0   0   0   0  62
6     0   0   0   0   0 151   0   0 151
7     0   0   0   0   0 163   0   0 180
8     0   0   0   0   0 148   0   0 180
9     0   0   0   0   0  92   0   0   0
10    0   0   0   0   0  24   0   0   0
11    0   0   0   0   0  15   0   0  26
12    0   0   0   0  26  26   0   0  42
13    0   0   0   0  38  15   0   0 103
14    0   0   0   0  70  33   0   0 180
15    0   0   0   0 113  29   0   0 119
16    0   0   0   0 152  35   0   0  19
17    0   0  19   0  19  19   0   0  19
18    0   0  25   0  25   7   0   0  20
19    0   0  20   0  42   8   0   0  14
20    0   0  31   0  50   0   0   0  37
21    0   0  61   0  65   0   0   0  22
22    0   0  38   0  43  80  80   0  68
23   80   0  80   0  38  94 133   0 168
24   80   0 147   0   0 125  96   0 180
25   80   0 180   0   0 179 115   0 180
26   80   0 105   0   0  92 180   0 180
27   80   0 180   0 180 133 180   0 177
28  180   0 177   0 177 177 180   0 180
29  180   0 180   0 180 180 180   0 180
