Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   7
2     0   0   0   0   0   0   0   0  12
3     0   0   0   0   0   0   0   0  24
4     0   0   0   0   0   0   0   0  24
5     0   0   0   0   0   0   0   0  48
6     0   0   0   0  47   0   0   0  47
7     0   0   0   0  83   0   0   0  69
8     0   0   0   0  68   0   0   0 156
9     0   0   0   0  90   0   0   0 180
10    0   0   0   0 119   0   0   0 121
11    0   0   0   0 160   0   0   0   0
12    0   0   0  63  63   0   0   0   0
13    0   0   0 130  41   0   0   0   0
14    0   0   0 180  75   0   0   0   0
15    0   0   0 180  11   0   0   0   0
16    0   0   0 180  11   0   0   0   0
17    0   0   0  15  15   0   0   0   0
18   20   0   0  20  29   0   0   0   0
19   20   0   0  11  24   0   0   0   0
20   20   0   0  23  45   0   0   0   0
21   20   0   0  32  77   0   0   0   0
22   20   0   0 164 164   0   0   0   0
23  180   0   0 180   0   0   0   0   0
24  180   0   0 180   0   0   0   0   0
25  180   0   0   0   0   0   0   0   0
26  180   0   0   0   0   0   0   0   0
27  180   0   0   0   0   0   0   0   0
28  180   0   0   0   0   0   0   0   0
29  180   0   0   0   0   0   0   0   0
