Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   7
2     0   0   0   0   0   0   0   0  13
3     0   0   0   0   0   0   0   0  22
4     0   0   0   0   0   0   0   0  26
5     0   0   0   0   0   0   0   0  21
6     0   0   0   0   0   0   0   0  42
7     0   0   0   0   0   0   0   0  69
8     0   0   0   0   0   0   0   0  86
9     0   0   0   0   0   0   0   0 160
10    0   0   0   0   0   0   0   0 144
11    0   0   0   0 180   0   0   0 180
12    0   0   0   0 180   0   0   0 180
13    0   0   0   0 167   0   0   0  54
14    0   0   0   0 180   0   0   0  37
15    0   0   0   0 180   0   0   0  43
16    0   0   0   0  71   0   0   0  71
17    0   0   0  99  99   0   0   0  53
18    0   0   0 113 139   0   0   0   0
19    0   0   0 107 180   0   0   0   0
20    0   0   0 164 180   0   0   0   0
21    0   0   0  97 180   0   0   0   0
22    0   0   0 180  31   0   0   0   0
23  180   0   0 180  33   0   0   0   0
24  180   0   0 180  53   0   0   0   0
25  180   0   0 180  60   0   0   0   0
26  180   0   0  68 103   0   0   0   0
27  180   0   0 123   0   0   0   0   0
28  124   0   0 124   0   0   0   0   0
29  124   0   0 180   0   0   0   0   0
