Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   5
2     0   0   0   0   0   0   0   0  13
3     0   0   0   0   0   0   0   0  28
4     0   0   0   0   0   0   0   0  55
5     0   0   0   0   0   0   0   0  29
6     0   0   0   0   0   0  38   0  38
7     0   0   0   0   0   0  31   0  67
8     0   0   0   0   0   0  29   0 180
9     0   0   0   0   0   0  61   0 180
10    0   0   0   0   0   0 180   0 180
11    0   0   0   0   0   0  93   0 180
12    0   0 180   0   0   0 180   0 180
13    0   0 180   0   0   0 180   0 178
14    0   0  83   0   0   0 180   0 180
15    0   0 180   0   0   0 180   0 180
16    0   0 125   0   0   0 180   0 180
17    0   0 180   0 180   0 180   0 180
18  180   0 180   0 180   0 114   0 180
19  180   0 180   0 180   0 180   0   0
20  180   0 180   0 151   0 180   0   0
21  180   0 180   0 155   0 118   0   0
22  180   0 180   0  60   0  60   0   0
23   60   0  60  27  27   0 115   0   0
24   60   0 119  18  11   0 180   0   0
25   60   0 180   5  17   0 180   0   0
26   60   0 180   2  27   0 111   0   0
27   60   0 180   1 180 180 180   0   0
28  180   0 180   1   0 180 180   0   0
29    1   0 180   1   0 180 180   0   0
