Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   9
2     0   0   0   0   0   0   0   0  23
3     0   0   0   0   0   0   0   0  56
4     0   0   0   0   0   0   0   0 130
5     0   0   0   0   0   0   0   0 180
6     0   0   0   0   0 180   0   0 180
7     0   0   0   0   0 180   0   0 180
8     0   0   0   0   0 180   0   0 180
9     0   0   0   0   0 180   0   0 180
10    0   0   0   0   0 174   0   0  92
11    0   0   0   0   0 159 180   0 159
12    0 180   0   0   0 180 180   0 180
13    0 160   0   0   0  30 180   0 180
14    0 180   0   0   0  34 180   0 180
15    0 180   0   0   0  42 180   0 180
16    0 180   0   0   0 178 180   0 178
17    0 180   0   0 180 180 180   0 180
18  180 180   0   0 159   0 145   0 116
19  180 180   0   0 106   0 139   0   0
20  180 180   0   0  84   0 151   0   0
21  180  58   0   0  65   0  26   0   0
22  180  99   0   0  38   0  38   0   0
23  180 180   0  24  24   0  57   0   0
24  180 180   0  31  13   0  75   0   0
25  180 180   0  44   0   0   0   0   0
26  180 180   0  19   0   0   0   0   0
27  180 180   0  25   0   0   0   0   0
28  139 139   0  46  72   0   0   0   0
29   72 180   0  72  44   0   0   0   0
