Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  11
2     0   0   0   0   0   0   0   0  29
3     0   0   0   0   0   0   0   0  40
4     0   0   0   0   0   0   0   0  76
5     0   0   0   0   0   0   0   0 180
6     0   0   0   0   0   0  91   0  91
7     0   0   0   0   0   0 170   0 134
8     0   0   0   0   0   0 180   0 180
9     0   0   0   0   0   0 180   0 180
10    0   0   0   0   0   0 180   0 180
11    0   0   0   0   0   0 180   0 180
12    0   0  97  97   0   0  97   0  99
13    0   0 180  60   0   0  29   0 109
14    0   0 180  68   0   0  78   0 180
15    0   0 180  78   0   0 145   0   0
16    0   0 180  57   0   0 180   0   0
17    0   0 180  53 180 180 180   0   0
18   53   0 180  53 180 180 180   0   0
19   53   0 180  21  58 180 180   0   0
20   53   0 180   9  87 180   0   0   0
21   53   0 180   0 131 180   0   0   0
22   53   0 180   0 180 180 180   0 180
23  180   0 180 180 180 180 180   0 180
24  180   0 180 174 180 180 180   0 180
25  180   0 180 122 180 180 180   0 180
26  180   0 180 115 180 113 180   0 180
27  180   0   0  66 119  59 157   0  87
28  180   0 180  54  87  87 180   0 180
29   38   0 165  38  79 108 180   0 180
