Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  10
2     0   0   0   0   0   0   0   0  16
3     0   0   0   0   0   0   0   0  25
4     0   0   0   0   0   0   0   0  48
5     0   0   0   0   0   0   0   0  39
6     0   0   0   0 110 110   0   0 110
7     0   0   0   0 180 162   0   0 180
8     0   0   0   0 102 180   0   0 180
9     0   0   0   0  84 131   0   0 180
10    0   0   0   0  93 180   0   0 180
11    0   0   0   0 173  96 180   0 173
12    0   0 180 167 180 167 180   0 180
13    0   0  43 180 180 125 180   0 180
14    0   0  74 180 180 117 122   0 180
15    0   0  98 180 180  21 131   0  34
16    0   0 131 180 180  96 180   0  96
17    0   0 180 143 180 143 180   0 180
18  180   0 180 180 180  96 177   0   0
19  180   0 180 180 180  78 180   0   0
20  180   0 170 180   0  32 180   0   0
21  180   0 180 180   0   0 180   0   0
22  180   0 180 180 180   0 180   0   0
23  180   0   0 180 180   0 180   0   0
24  180   0   0 180 180   0   0   0   0
25  180   0   0 180 180   0   0   0   0
26  180   0   0 180 165   0   0   0   0
27  180   0   0 180 102   0   0   0   0
28  180   0 163 180 163   0   0   0   0
29  180   0 180 180 180   0   0   0   0
