Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   5
2     0   0   0   0   0   0   0   0   6
3     0   0   0   0   0   0   0   0   8
4     0   0   0   0   0   0   0   0  10
5     0   0   0   0   0   0   0   0  11
6     0   0   0   0   0   5   0   0   5
7     0   0   0   0   0   8   0   0  10
8     0   0   0   0   0   3   0   0  12
9     0   0   0   0   0   6   0   0   0
10    0   0   0   0   0   5   0   0   0
11    0   0   0   0   0  12   0   0   0
12    0   0  17   0  17  17   0   0   0
13    0   0  32   0  23  57   0   0   0
14    0   0  60   0  17 154   0   0   0
15    0   0  43   0  21 180   0   0   0
16    0   0  64   0  13 180   0   0   0
17    0   0 180   0 180 180   0   0   0
18  119   0 119 180 180 180   0   0   0
19  119   0 180 118 180  84   0   0   0
20  119   0 180 180  83   0   0   0   0
21  119   0 180 180 106   0   0   0   0
22  119   0 180  84  92   0   0   0   0
23  180   0 180  73  77   0   0   0   0
24   77   0 180  77 109   0   0   0   0
25   77   0  47  99 104   0   0   0   0
26   77   0   0 180  35   0   0   0   0
27   77   0   0 180   0   0   0   0   0
28   77   0   0 180 180   0   0   0   0
29  180   0   0 180 164   0   0   0   0
