Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   8
2     0   0   0   0   0   0   0   0  13
3     0   0   0   0   0   0   0   0  25
4     0   0   0   0   0   0   0   0  20
5     0   0   0   0   0   0   0   0  32
6     0   0   0   0   0  93   0   0  93
7     0   0   0   0   0 126   0   0 180
8     0   0   0   0   0  68   0   0 180
9     0   0   0   0   0  70   0   0  81
10    0   0   0   0   0  14   0   0 104
11    0   0   0   0   0 180   0   0 180
12    0   0   0 152   0 152   0   0 180
13    0   0   0 180   0 180   0   0 180
14    0   0   0 180   0  51   0   0 180
15    0   0   0 180   0  76   0   0   0
16    0   0   0 180   0  74   0   0   0
17    0   0   0  60   0  60   0   0   0
18   98   0   0  98   0 114   0   0   0
19   98   0   0 168   0 180   0   0   0
20   98   0   0  67   0   0   0   0   0
21   98   0   0 170   0   0   0   0   0
22   98   0   0 180   0   0   0   0   0
23  180   0   0 180   0   0   0   0   0
24  180   0   0  54   0   0   0   0   0
25  180   0   0  89   0   0   0   0   0
26  180   0   0 137   0   0   0   0   0
27  180   0   0 180   0   0   0   0   0
28  180   0   0 180   0   0   0   0   0
29  180   0   0 180   0   0   0   0   0
