Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  10
2     0   0   0   0   0   0   0   0  17
3     0   0   0   0   0   0   0   0  31
4     0   0   0   0   0   0   0   0  53
5     0   0   0   0   0   0   0   0  32
6     0   0   0   0  44   0   0   0  44
7     0   0   0   0  50   0   0   0  67
8     0   0   0   0 100   0   0   0 149
9     0   0   0   0  80   0   0   0 180
10    0   0   0   0 136   0   0   0 180
11    0   0   0   0 180   0   0   0 180
12    0   0   0   0 168   0   0   0 180
13    0   0   0   0 170   0   0   0   0
14    0   0   0   0 180   0   0   0   0
15    0   0   0   0 180   0   0   0   0
16    0   0   0   0 180   0   0   0   0
17    0   0   0 180 180   0   0   0   0
18    0   0   0 180   0   0   0   0   0
19    0   0   0 180   0   0   0   0   0
20    0   0   0 180   0   0   0   0   0
21    0   0   0 180   0   0   0   0   0
22    0   0   0 180   0   0   0   0 180
23  180   0   0 180   0   0   0   0 180
24  180   0   0 180   0   0   0   0 115
25  180   0   0 110   0   0   0   0 148
26  180   0   0 151   0   0   0   0 165
27  180   0   0 180   0   0   0   0  74
28   74   0   0  74   0   0   0   0 115
29   74   0   0 128   0   0   0   0 168
