Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   7
2     0   0   0   0   0   0   0   0  11
3     0   0   0   0   0   0   0   0  14
4     0   0   0   0   0   0   0   0  27
5     0   0   0   0   0   0   0   0  31
6     0   0   0   0   0  61   0   0  61
7     0   0   0   0   0 180   0   0  36
8     0   0   0   0   0 180   0   0  66
9     0   0   0   0   0 149   0   0 112
10    0   0   0   0   0 180   0   0 150
11    0   0   0   0   0 173   0   0   0
12    0   0 180   0   0 180   0   0   0
13    0   0 180   0   0 180   0   0   0
14    0   0  95   0   0 180   0   0   0
15    0   0 103   0   0 180   0   0   0
16    0   0 180   0   0 180   0   0   0
17    0   0 180   0 180 180   0   0   0
18  133   0 133   0  66 180   0   0   0
19  133   0 156   0 101 180   0   0   0
20  133   0  98   0 170 180   0   0   0
21  133   0 174   0 122 180   0   0   0
22  133   0 180   0 180 180   0   0   0
23  128   0 128 158 158 180   0   0   0
24  128   0  59 180 180 171   0   0   0
25  128   0  48 180 180 161   0   0   0
26  128   0  97 180  67 180   0   0   0
27  128   0   0 180 117   0   0   0   0
28  128   0   0 180 180   0   0   0   0
29  180   0   0 180 180   0   0   0   0
