Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  12
2     0   0   0   0   0   0   0   0  37
3     0   0   0   0   0   0   0   0  53
4     0   0   0   0   0   0   0   0  70
5     0   0   0   0   0   0   0   0 180
6     0   0   0   0   0 180 180   0 180
7     0   0   0   0   0 149 180   0 180
8     0   0   0   0   0  52  99   0 180
9     0   0   0   0   0  90 165   0 180
10    0   0   0   0   0  55 180   0 180
11    0   0   0   0   0  93 144   0 122
12    0   0 122   0   0 122 180   0 180
13    0   0 180   0   0 135 180   0   0
14    0   0 180   0   0  39 180   0   0
15    0   0  63   0   0  14 180   0   0
16    0   0  59   0   0  30 180   0  55
17    0  91  55   0  89  89  89   0 172
18   89 119  89   0 145 154  96   0 180
19   89 133 158   0 141  70   0   0 180
20   89 180 180   0 180   0   0   0 180
21   89 180 180   0 180   0   0   0 180
22   89 180 180   0 180 180 180   0 180
23  180 180  93   0  93 180 180   0 180
24  180 180   0   0 178 180 162   0 180
25  180 180   0   0 180 180 180   0 180
26  180 143   0   0 180  42 180   0 180
27  180  60   0   0 180  47 143   0  98
28   71  71  98   0  98  98 180   0 109
29   71 143  58   0 115 155 180   0 149
