Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   8
2     0   0   0   0   0   0   0   0  14
3     0   0   0   0   0   0   0   0  17
4     0   0   0   0   0   0   0   0   6
5     0   0   0   0   0   0   0   0   9
6     0   0   0   0  11   0   0   0  11
7     0   0   0   0  17   0   0   0  13
8     0   0   0   0  22   0   0   0   7
9     0   0   0   0  39   0   0   0  13
10    0   0   0   0  70   0   0   0  22
11    0   0   0   0  27   0   0   0  27
12    0   0   0  36  36   0   0   0  21
13    0   0   0  57  45   0   0   0  22
14    0   0   0  64  40   0   0   0  25
15    0   0   0  64  84   0   0   0  39
16    0   0   0  88 105   0   0   0   0
17    0   0   0 127 127   0   0   0   0
18   88   0   0  88 123   0   0   0   0
19   88   0   0 110   0   0   0   0   0
20   88   0   0 148   0   0   0   0   0
21   88   0   0 180   0   0   0   0   0
22   88   0   0 180   0   0   0   0   0
23  180   0   0 180   0   0   0   0   0
24  180   0   0   0   0   0   0   0   0
25  180   0   0   0   0   0   0   0   0
26  180   0   0   0   0   0   0   0   0
27  180   0   0   0   0   0   0   0   0
28  180   0   0   0   0   0   0   0   0
29  180   0   0   0   0   0   0   0   0
