Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   6
2     0   0   0   0   0   0   0   0  17
3     0   0   0   0   0   0   0   0  53
4     0   0   0   0   0   0   0   0  30
5     0   0   0   0   0   0   0   0  47
6     0   0   0   0 104   0 104   0 104
7     0   0   0   0 171   0 180   0 128
8     0   0   0   0 180   0 180   0 129
9     0   0   0   0 180   0 180   0 180
10    0   0   0   0 180   0  71   0 180
11    0   0   0   0 180   0 180   0 180
12    0   0 143 180 180   0 143   0 180
13    0   0 180 150 180   0 180   0 180
14    0   0 180  75 180   0 180   0  10
15    0   0 130  53 180   0 180   0  24
16    0   0 180  13  13   0  13   0  13
17    0   0  32   8  14  99  99   0  24
18    7   0  99   7  24 180 180   0   8
19    7   0 121   7  43 180 180   0  19
20    7   0 180   7   0 143 180   0  54
21    7   0  75   2   0 180 180   0   0
22    7   0 180   0 180 180 180   0 180
23  180   0 180   0 180 180 180   0 180
24  180   0 180   0 180 180 115   0 180
25  180   0 180   0  60  92  59   0 171
26  180   0 180   0  35  80  30   0  91
27  180   0 180   0  57  26   0   0  36
28  180   0  36   0 123  36 123   0 123
29  180   0  50   0 180   0 180   0 180
