Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  15
2     0   0   0   0   0   0   0   0  24
3     0   0   0   0   0   0   0   0  67
4     0   0   0   0   0   0   0   0 127
5     0   0   0   0   0   0   0   0 180
6     0   0   0   0 180   0 180   0 180
7     0   0   0   0  62   0  77   0 180
8     0   0   0   0  48   0  33   0 180
9     0   0   0   0  63   0  57   0 180
10    0   0   0   0 105   0 179   0  64
11    0   0   0   0  90   0 180   0  90
12    0   0   0 170 170   0 116   0 149
13    0   0   0 107 163   0 180   0 118
14    0   0   0  83 155   0 180   0   0
15    0   0   0  53 180   0 180   0   0
16    0   0   0  35 180   0  79   0   0
17    0   0 125 180 180   0 125   0   0
18  101   0 180 101 180   0 180   0   0
19  101   0 167  79 180   0 180   0   0
20  101   0 123  18 180   0 180   0   0
21  101   0 180   0   0   0 180   0   0
22  101   0 164   0 180 180 180   0   0
23  180   0 180   0 180 180 180   0   0
24  180   0 180   0 114 180 140   0   0
25  180   0 180   0 180 180 180   0   0
26  180   0 180   0 180 180 180   0   0
27  180   0 180   0 180 180 180   0 157
28  180   0 180   0 180 157 106   0 108
29  180   0 180   0 180 180 132   0 164
