Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   8
2     0   0   0   0   0   0   0   0  13
3     0   0   0   0   0   0   0   0  24
4     0   0   0   0   0   0   0   0  50
5     0   0   0   0   0   0   0   0  76
6     0   0   0   0   0 156   0   0 156
7     0   0   0   0   0 180   0   0  80
8     0   0   0   0   0 180   0   0 180
9     0   0   0   0   0 180   0   0 180
10    0   0   0   0   0 180   0   0 180
11    0   0   0   0   0 180   0   0 180
12    0   0   0 180   0 180   0   0 180
13    0   0   0 163   0  78   0   0 180
14    0   0   0 180   0 180   0   0 180
15    0   0   0 180   0 180   0   0 180
16    0   0   0 180   0 180   0   0 180
17    0   0   0 180   0 180   0   0 180
18  180   0   0 180   0 180   0   0   0
19  180   0   0 180   0 180   0   0   0
20  180   0   0 180   0 180   0   0   0
21  180   0   0 180   0  56   0   0   0
22  180   0   0 110   0 110   0   0   0
23  124   0   0 124   0   0   0   0   0
24  124   0   0 180   0   0   0   0   0
25  124   0   0 180   0   0   0   0   0
26  124   0   0 180   0   0   0   0   0
27  124   0   0 180   0   0   0   0   0
28  180   0   0 180   0   0   0   0   0
29  180   0   0  74   0   0   0   0   0
