Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   8
2     0   0   0   0   0   0   0   0  16
3     0   0   0   0   0   0   0   0  33
4     0   0   0   0   0   0   0   0  16
5     0   0   0   0   0   0   0   0  39
6     0   0   0   0   0  54   0   0  54
7     0   0   0   0   0  65   0   0 120
8     0   0   0   0   0 151   0   0  27
9     0   0   0   0   0 180   0   0  87
10    0   0   0   0   0 180   0   0 111
11    0   0   0   0   0 180   0   0  81
12    0   0   0   0   0  81   0   0 179
13    0   0   0   0   0 121   0   0 180
14    0   0   0   0   0 180   0   0 180
15    0   0   0   0   0 180   0   0 179
16    0   0   0   0   0 180   0   0 180
17    0   0 180   0 180 180   0   0 180
18    0   0 125   0 180 180   0   0 180
19    0   0 180   0 180 180   0   0 180
20    0   0 180   0 110   0   0   0 180
21    0   0 180   0 180   0   0   0 180
22    0   0 163   0 180 180   0   0 180
23  180   0 180   0 180 180   0   0 180
24  180   0 180   0 135 180   0   0 180
25  180   0 180   0 180  58   0   0 180
26  180   0 180   0 180  77   0   0 180
27  180   0 180   0 180 180   0   0 180
28  180   0 180   0 180 180   0   0 180
29  180   0 180   0 180 147   0   0 180
