Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   9
2     0   0   0   0   0   0   0   0  15
3     0   0   0   0   0   0   0   0  30
4     0   0   0   0   0   0   0   0  38
5     0   0   0   0   0   0   0   0  27
6     0   0   0   0   0  18   0   0  18
7     0   0   0   0   0   6   0   0  10
8     0   0   0   0   0  18   0   0  16
9     0   0   0   0   0  53   0   0   5
10    0   0   0   0   0  73   0   0   8
11    0   0   0   0   0   9   0   0   9
12    0   0   0   0   7   7   0   0   0
13    0   0   0   0   3  18   0   0   0
14    0   0   0   0   3  48   0   0   0
15    0   0   0   0   6 104   0   0   0
16    0   0   0   0   9 177   0   0   0
17    0   0 180   0  15 180   0   0   0
18    0   0 102  20  20   0   0   0   0
19    0   0 180  32  26   0   0   0   0
20    0   0 116  47  48   0   0   0   0
21    0   0 168  65  72   0   0   0   0
22    0   0 180 174 116   0   0   0   0
23  180   0 180 180 180   0   0   0   0
24  180   0 180 180 180   0   0   0   0
25  180   0 180 180   0   0   0   0   0
26  180   0 180 180   0   0   0   0   0
27  180   0  82 180   0   0   0   0   0
28  180   0   0 180 180   0   0   0   0
29  180   0   0 180 180   0   0   0   0
