Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   5
2     0   0   0   0   0   0   0   0  11
3     0   0   0   0   0   0   0   0  11
4     0   0   0   0   0   0   0   0  28
5     0   0   0   0   0   0   0   0  86
6     0   0   0   0   0 113   0   0 113
7     0   0   0   0   0 172   0   0 180
8     0   0   0   0   0 174   0   0 180
9     0   0   0   0   0 180   0   0 180
10    0   0   0   0   0 180   0   0 180
11    0   0   0   0   0 180   0   0 180
12    0   0   0   0   0 180   0   0 180
13    0   0   0   0   0 180   0   0 180
14    0   0   0   0   0 180   0   0 180
15    0   0   0   0   0 180   0   0 180
16    0   0 180   0   0 180   0   0 180
17    0   0 180 100   0 100   0   0 180
18    0   0 180 180   0 119   0   0 180
19    0   0 128 136   0  88   0   0   0
20    0   0 156 122   0 130   0   0   0
21    0   0 180 180 180   0   0   0   0
22  180   0 180 180 180   0   0   0   0
23  180   0 180 180 118   0   0   0   0
24  180   0 180  83  93   0   0   0   0
25  180   0 180 180 109   0   0   0   0
26  180   0 180 180 180   0 180   0   0
27  180   0 180 180 180   0 180   0   0
28  180   0  74 180  67   0 180   0   0
29  180   0 105 180  92   0 180   0   0
