Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   1
2     0   0   0   0   0   0   0   0   2
3     0   0   0   0   0   0   0   0   2
4     0   0   0   0   0   0   0   0   2
5     0   0   0   0   0   0   0   0   2
6     0   0   0   0   0   3   0   0   3
7     0   0   0   0   0   9   0   0   5
8     0   0   0   0   0  28   0   0   3
9     0   0   0   0   0  68   0   0   5
10    0   0   0   0   0 172   0   0   7
11    0   0   0   0   0  12   0   0  12
12    0   0  25   0  25  25   0   0  14
13    0   0  23   0  23  73   0   0  11
14    0   0  31   0  30 151   0   0  11
15    0   0  55   0  47 180   0   0   0
16    0   0  67   0  93 176   0   0   0
17    0   0 180   0 180 180   0   0   0
18  180   0 180  89  89 180   0   0   0
19  180   0 180 114 147   0   0   0   0
20  180   0 180 180 136   0   0   0   0
21  180   0 180 180 180   0   0   0   0
22  180   0 180 180 180   0   0   0   0
23  180   0 180 169  38   0   0   0   0
24   38   0 180  38  44   0   0   0   0
25   38   0 180  89   0   0   0   0   0
26   38   0 180 180   0   0   0   0   0
27   38   0 180 180   0   0   0   0   0
28   38   0   0 180 180   0   0   0   0
29  180   0   0 180 180   0   0   0   0
