Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   3
2     0   0   0   0   0   0   0   0   3
3     0   0   0   0   0   0   0   0   2
4     0   0   0   0   0   0   0   0   3
5     0   0   0   0   0   0   0   0   4
6     0   0   0   0   0   5   0   0   5
7     0   0   0   0   0  10   0   0   9
8     0   0   0   0   0  31   0   0   8
9     0   0   0   0   0  46   0   0  11
10    0   0   0   0   0  24   0   0   7
11    0   0   0   0   0  62   0   0   0
12    0   0  63   0  63  63   0   0   0
13    0   0  98   0  76 123   0   0   0
14    0   0 151   0 103 180   0   0   0
15    0   0 180   0 180 180   0   0   0
16    0   0 180   0 180 180   0   0   0
17    0   0 180   0 180 180   0   0   0
18  157   0 157 180 180 141   0   0   0
19  157   0 180 180 167   0   0   0   0
20  157   0 136 180 180   0   0   0   0
21  157   0 180 180 180   0   0   0   0
22  157   0 179 180   0   0   0   0   0
23  180   0 180 180 180   0   0   0   0
24  180   0 180 180 180   0   0   0   0
25  180   0 180 164 180   0   0   0   0
26  180   0 180 180 180   0   0   0   0
27  180   0 180 180 180   0   0   0   0
28  180   0 180 102 151   0   0   0   0
29  151   0   0 180 180   0   0   0   0
