Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   8
2     0   0   0   0   0   0   0   0  16
3     0   0   0   0   0   0   0   0  17
4     0   0   0   0   0   0   0   0  25
5     0   0   0   0   0   0   0   0  27
6     0   0   0   0   0  34   0   0  34
7     0   0   0   0   0  66   0   0  54
8     0   0   0   0   0  58   0   0  60
9     0   0   0   0   0 116   0   0  37
10    0   0   0   0   0 180   0   0  48
11    0   0   0   0   0 180   0   0  62
12    0   0 180   0 180 180   0   0  52
13    0   0 180   0 180 180   0   0  48
14    0   0 180   0 180 180   0   0  73
15    0   0 180   0 180 180   0   0 105
16    0   0  18   0  78 180   0   0 180
17    0   0 180   0  94 180   0   0 180
18  180   0 180 155 155 180   0   0   0
19  180   0  15 143 100 180   0   0   0
20  180   0  21  97 180 180   0   0   0
21  180   0  11 180 180   0   0   0   0
22  180   0  10 180 180   0   0   0   0
23   11   0  11 180 180   0   0   0   0
24  180   0  17 180  90   0   0   0   0
25  180   0   0 180 114   0   0   0   0
26  180   0   0 180 180   0   0   0   0
27  180   0   0 180   0   0   0   0   0
28  180   0   0 180 180   0   0   0   0
29  180   0   0 180 180   0   0   0   0
