Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   7
2     0   0   0   0   0   0   0   0  12
3     0   0   0   0   0   0   0   0  16
4     0   0   0   0   0   0   0   0  19
5     0   0   0   0   0   0   0   0  23
6     0   0   0   0  37   0   0   0  37
7     0   0   0   0  59   0   0   0  16
8     0   0   0   0  91   0   0   0  32
9     0   0   0   0 100   0   0   0  54
10    0   0   0   0 135   0   0   0 104
11    0   0   0   0  47   0   0   0  47
12    0   0   0  45  45   0   0   0  47
13    0   0   0   8  69   0   0   0   0
14    0   0   0  16 110   0   0   0   0
15    0   0   0  29 132   0   0   0   0
16    0   0   0  55 180   0   0   0   0
17    0   0   0  43 180   0   0   0   0
18   69   0   0  69   0   0   0   0   0
19   69   0   0 113   0   0   0   0   0
20   69   0   0 162   0   0   0   0   0
21   69   0   0 102   0   0   0   0   0
22   69   0   0 180   0   0   0   0   0
23  180   0   0 180   0   0   0   0   0
24  180   0   0 180   0   0   0   0   0
25  180   0   0 180   0   0   0   0   0
26  180   0   0   0   0   0   0   0   0
27  180   0   0   0   0   0   0   0   0
28  180   0   0   0   0   0   0   0   0
29  180   0   0   0   0   0   0   0   0
