Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   3
2     0   0   0   0   0   0   0   0   7
3     0   0   0   0   0   0   0   0   4
4     0   0   0   0   0   0   0   0   1
5     0   0   0   0   0   0   0   0   3
6     0   0   0   0   0   0   7   0   7
7     0   0   0   0   0   0   7   0  21
8     0   0   0   0   0   0  11   0  59
9     0   0   0   0   0   0  18   0  80
10    0   0   0   0   0   0   9   0 175
11    0   0   0   0   0   0 180   0 180
12    0   0 180   0   0   0 180   0 166
13    0   0 180   0   0   0 180   0   0
14    0   0 180   0   0   0 180   0   0
15    0   0 122   0   0   0 180   0   0
16    0   0 180   0   0   0 180   0   0
17    0   0 111   0 106 106 106   0   0
18  106   0 106   0  57 180 180   0   0
19  106   0 180   0 112 180 180   0   0
20  106   0 180   0 180  96 180   0   0
21  106   0 180   0 180 170 180   0   0
22  106   0 180   0 180 180 180   0  61
23  180   0 180 180  61  61 180   0 180
24  180   0 180 166  46  79 180   0 180
25  180   0 180 105  60  81 180   0  97
26  180   0  74 116  34  84 180   0 180
27  180   0 180  99  30 106 180   0  46
28  180   0  46  29  46  46 140   0  27
29   27   0 106  27  51  43 180   0  34
