Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  11
2     0   0   0   0   0   0   0   0  35
3     0   0   0   0   0   0   0   0  53
4     0   0   0   0   0   0   0   0  70
5     0   0   0   0   0   0   0   0  66
6     0   0   0   0   0 109   0   0 109
7     0   0   0   0   0 180   0   0 180
8     0   0   0   0   0 180   0   0 180
9     0   0   0   0   0 180   0   0 180
10    0   0   0   0   0 113   0   0 169
11    0   0   0   0   0 180   0   0 101
12    0   0   0   0 101 101   0   0 176
13    0   0   0   0 123 116   0   0 180
14    0   0   0   0 172 180   0   0 180
15    0   0   0   0 103 180   0   0 180
16    0   0   0   0  61 180   0   0 180
17    0   0 180   0 180 180   0   0 180
18    0   0 180   0 126   0   0   0 180
19    0   0 180   0  91   0   0   0  98
20    0   0 105   0 119   0   0   0 180
21    0   0 169   0 180   0   0   0   0
22    0   0 180   0 180 180 180   0   0
23  180   0 170   0 170 180 180   0   0
24  180   0  82   0 110 180 180   0   0
25  180   0 150   0 180 180  38   0   0
26  180   0   0   0   0 180  53   0   0
27  180   0   0   0   0 180  71   0 180
28  180   0 180   0 180 180 161   0 180
29  180   0 140   0 180 180  41   0 180
