Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   7
2     0   0   0   0   0   0   0   0  18
3     0   0   0   0   0   0   0   0  39
4     0   0   0   0   0   0   0   0  52
5     0   0   0   0   0   0   0   0 100
6     0   0   0   0   0 180   0   0 180
7     0   0   0   0   0 180   0   0 180
8     0   0   0   0   0 180   0   0  90
9     0   0   0   0   0 180   0   0 180
10    0   0   0   0   0 158   0   0 180
11    0   0   0   0   0 180   0   0 144
12    0   0   0   0 144 144   0   0 131
13    0   0   0   0 137 180   0   0 180
14    0   0   0   0 180 145   0   0 129
15    0   0   0   0 180 111   0   0 180
16    0   0   0   0 180  26   0   0  14
17    0   0   0   0 180  14   0   0  45
18    0   0 180   0 180   0   0   0 110
19    0   0 180   0 180   0   0   0 180
20    0   0 180   0 180   0   0   0   0
21    0   0 180   0 180   0   0   0   0
22    0   0 176   0 180   0   0   0   0
23    0   0 180   0  82   0   0  82   0
24   82   0  82   0  60   0   0 179   0
25   82   0 105   0 126   0   0 180   0
26   82   0 168   0  68   0   0 180   0
27   82   0 180   0  84   0   0 147   0
28   82   0 180   0 180   0   0 180   0
29  180 180 180   0 180   0 180 180   0
