Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   4
2     0   0   0   0   0   0   0   0   7
3     0   0   0   0   0   0   0   0   5
4     0   0   0   0   0   0   0   0   6
5     0   0   0   0   0   0   0   0   9
6     0   0   0   0   0  13   0   0  13
7     0   0   0   0   0  34   0   0  19
8     0   0   0   0   0  66   0   0  36
9     0   0   0   0   0  71   0   0  55
10    0   0   0   0   0 117   0   0  98
11    0   0   0   0   0 180   0   0 180
12    0   0 180   0 180 180   0   0 180
13    0   0 180   0 180 180   0   0 180
14    0   0 180   0 127 180   0   0 180
15    0   0 180   0 145 180   0   0   0
16    0   0 180   0 180 180   0   0   0
17    0   0 180   0 180 180   0   0 180
18  180   0 180   0 157 180   0   0 180
19  180   0 180   0 180 180   0   0  53
20  180   0 180   0 180 180   0   0  88
21  180   0 180   0  62 180   0   0 169
22  180   0   0   0 180 180   0   0 142
23  180   0   0 180 180 149   0   0 149
24  180   0   0 180 180 180   0   0  24
25  180   0   0 147   0   0   0   0  25
26  180   0   0 180   0   0   0   0  26
27  180   0   0 180   0   0   0   0   0
28  180   0   0 180   0   0   0   0   0
29  180   0   0 180   0   0   0   0   0
