Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0  12
2     0   0   0   0   0   0   0   0   6
3     0   0   0   0   0   0   0   0  10
4     0   0   0   0   0   0   0   0  24
5     0   0   0   0   0   0   0   0  49
6     0   0   0   0   0  88   0   0  88
7     0   0   0   0   0 146   0   0 146
8     0   0   0   0   0 180   0   0  66
9     0   0   0   0   0 106   0   0  91
10    0   0   0   0   0  56   0   0 171
11    0   0   0   0   0 180   0   0 180
12    0   0 180   0   0 180   0   0 180
13    0   0 180   0   0 180   0   0 180
14    0   0 167   0   0 180   0   0 180
15    0   0 129   0   0 154   0   0 180
16    0   0 161   0   0 180   0   0 180
17    0   0 180   0 180 180   0   0 180
18  180   0 180   0 180 180   0   0   0
19  180   0 135   0 180 180   0   0   0
20  180   0 180   0  85 180   0   0   0
21  180   0 180   0  71   0   0   0   0
22  180   0 180   0 148 148   0   0   0
23  148   0 180   0 180 180   0   0   0
24  148   0   0   0 180 180   0   0   0
25  148   0   0   0 180 180   0   0   0
26  148   0   0   0 180 180   0   0   0
27  148   0   0   0  90  67   0   0  99
28  148   0  99   0  99  99   0   0 155
29  148   0 180   0 161 143   0   0 180
