Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   7
2     0   0   0   0   0   0   0   0   3
3     0   0   0   0   0   0   0   0   1
4     0   0   0   0   0   0   0   0   1
5     0   0   0   0   0   0   0   0   1
6     0   0   0   0   0   2   0   0   2
7     0   0   0   0   0   2   0   0   3
8     0   0   0   0   0   3   0   0   4
9     0   0   0   0   0   7   0   0   8
10    0   0   0   0   0  17   0   0  12
11    0   0   0   0   0  24   0   0  24
12    0   0  65   0   0  65   0   0  15
13    0   0 112   0   0 180   0   0  23
14    0   0 180   0   0 180   0   0  13
15    0   0  59   0   0 180   0   0   0
16    0   0  18   0   0 180   0   0   0
17    0   0 180   0 180 180   0   0   0
18  159   0 159   0 180 180   0   0   0
19  159   0 180   0 180 180   0   0   0
20  159   0 180   0 180 170   0   0   0
21  159   0  75   0  95 180   0   0   0
22  159   0 180   0 180 180   0   0   0
23  180   0 180 175 175 180   0   0   0
24  180   0 103 180 180 180   0   0   0
25  180   0 180 173 163 180   0   0   0
26  180   0   0 180 180 180   0   0   0
27  180   0   0 180 180   0   0   0   0
28  180   0   0 180 180   0   0   0   0
29  180   0   0 180  88   0   0   0   0
