Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   9
2     0   0   0   0   0   0   0   0  18
3     0   0   0   0   0   0   0   0  30
4     0   0   0   0   0   0   0   0  31
5     0   0   0   0   0   0   0   0  33
6     0   0   0   0   0  94   0   0  94
7     0   0   0   0   0 144   0   0 180
8     0   0   0   0   0  80   0   0 180
9     0   0   0   0   0  55   0   0 180
10    0   0   0   0   0  71   0   0 163
11    0   0   0   0   0  44   0   0 180
12    0   0   0  37   0  37   0   0 180
13    0   0   0 103   0  59   0   0 180
14    0   0   0   7   0  49   0   0 180
15    0   0   0  15   0  50   0   0 180
16    0   0   0  39   0 180   0   0 180
17    0   0   0  32   0 180   0   0 180
18   83   0   0  83   0   0   0   0 180
19   83   0   0 180   0   0   0   0   0
20   83   0   0 180   0   0   0   0   0
21   83   0   0 180   0   0   0   0   0
22   83   0   0 180   0   0   0   0   0
23  180   0   0 180   0   0   0   0   0
24  180   0   0 180   0   0   0   0   0
25  180   0   0 180   0   0   0   0   0
26  180   0   0 180   0   0   0   0   0
27  180   0   0 180   0   0   0   0   0
28  180   0   0   0   0   0   0   0   0
29  180   0   0   0   0   0   0   0   0
