Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   7
2     0   0   0   0   0   0   0   0  10
3     0   0   0   0   0   0   0   0  12
4     0   0   0   0   0   0   0   0  10
5     0   0   0   0   0   0   0   0  12
6     0   0   0   0   0  17   0   0  17
7     0   0   0   0   0  35   0   0  20
8     0   0   0   0   0  36   0   0  25
9     0   0   0   0   0  67   0   0  33
10    0   0   0   0   0 180   0   0  67
11    0   0   0   0   0  70   0   0  70
12    0   0 180   0 180 180   0   0 125
13    0   0 180   0  93 180   0   0 129
14    0   0 180   0 176 180   0   0 180
15    0   0 180   0 180 180   0   0 134
16    0   0 180   0 180 180   0   0   0
17    0   0 120   0 120 120   0   0   0
18  170   0 170   0 180 180   0   0   0
19  170   0 180   0 180 180   0   0   0
20  170   0 180   0 168   0   0   0   0
21  170   0 180   0 180   0   0   0   0
22  170   0 180   0 180   0   0   0   0
23  129   0 129 180 180   0   0   0   0
24  129   0   0 180   0   0   0   0   0
25  129   0   0 180   0   0   0   0   0
26  129   0   0 180   0   0   0   0   0
27  129   0   0 180   0   0   0   0   0
28  129   0   0 180 180   0   0   0   0
29  180   0   0 180 180   0   0   0   0
