Number of suppliers is 8

Time Manufacturer Suppliers 
t     0   1   2   3   4   5   6   7   8
0     0   0   0   0   0   0   0   0   5
1     0   0   0   0   0   0   0   0   2
2     0   0   0   0   0   0   0   0   3
3     0   0   0   0   0   0   0   0   4
4     0   0   0   0   0   0   0   0   7
5     0   0   0   0   0   0   0   0  15
6     0   0   0   0  10   0   0   0  10
7     0   0   0   0   7   0   0   0  10
8     0   0   0   0   7   0   0   0  16
9     0   0   0   0   9   0   0   0  34
10    0   0   0   0  16   0   0   0  29
11    0   0   0   0  50   0   0   0  50
12    0   0   0  94  94   0   0   0  89
13    0   0   0 133  82   0   0   0 166
14    0   0   0 180 161   0   0   0 180
15    0   0   0 180 132   0   0   0 180
16    0   0   0  36 180   0   0   0 180
17    0   0   0 180 180   0   0   0   0
18  128   0   0 128 180   0   0   0   0
19  128   0   0 166 180   0   0   0   0
20  128   0   0 180   0   0   0   0   0
21  128   0   0 180   0   0   0   0   0
22  128   0   0 152   0   0   0   0   0
23  180 180   0 180   0   0   0   0   0
24  180 160   0 180   0   0   0   0   0
25  180 180   0 180   0   0   0   0   0
26  180 180   0   0   0   0   0   0   0
27  180 180   0   0   0   0   0   0   0
28  180 180   0   0   0   0   0   0   0
29  167 167   0   0   0   0   0   0   0
